OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,X14068_X_I,X14068FY_X_I,ACSHSGRAD_P,ACSVET_P_1,ACS35NOHI_P,ACSEDNOSCH_P,ACSGRNTI50_P,ACSBLWPV_P,ACSPUBAI_P,ACSHHDIS_P,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,AD-58,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,44,1580,43,31.77,137,9.34,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,124,129,19.08,9.05,3.69,1.04,18.18,7.27,1.5,20.75,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,105,115,0,0,4,0,0.0,1145.84,0,0.0,3886.45,1,38.07,642.38,8,0,0.0,1945.87,0.0,0,0.0,0,0.43,1,74.16,1,0.0,0,2.18,39.19,31.0,1.09,28.71,5,51.05
499,1,232,665,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v2_remaining_model6_2026-05-08,34.00712023,-118.23994888,"1857 E 41ST PL, 90058",90.0,34.0071202275_-118.239948877_90.jpg,1.0,0.825,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
500,1,232,823,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v2_5pct_fresh_2026-04-28,34.00010648,-118.24224539,"4815 S STAUNTON AVE, 90058",0.0,34.0001064789_-118.242245392_0.jpg,1.0,0.8265,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
501,1,232,824,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v2_5pct_fresh_2026-04-28,34.00010648,-118.24224539,"4815 S STAUNTON AVE, 90058",90.0,34.0001064789_-118.242245392_90.jpg,1.0,0.7197,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
502,1,232,828,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.00016997,-118.2422484,"4809 S STAUNTON AVE, 90058",270.0,34.0001699687_-118.242248395_270.jpg,1.0,0.8887,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
503,1,232,851,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v2_10pct_model6_2026-05-06_live,33.99796239,-118.23886356,"5001 S ALAMEDA ST, 90058",270.0,33.9979623861_-118.23886356_270.jpg,1.0,0.8063,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
504,1,232,1103,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.00687515,-118.2410143,"1810 E 41ST PL, 90058",90.0,34.0068751492_-118.241014299_90.jpg,1.0,0.7341,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
505,1,232,1344,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v2_remaining_model6_2026-05-08,33.99793777,-118.23890828,"1868 E 50TH ST, 90058",270.0,33.9979377725_-118.238908281_270.jpg,2.0,0.7963,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
506,1,232,1380,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v2_remaining_model6_2026-05-08,34.00177942,-118.23957478,"1871 E 46TH ST, 90058",0.0,34.0017794202_-118.239574776_0.jpg,1.0,0.6142,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
507,1,232,1641,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.00688947,-118.23982481,"1862 E 41ST PL, 90058",180.0,34.0068894676_-118.23982481_180.jpg,1.0,0.7203,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
508,1,232,1863,AI-31,1,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,185,206,1902,119,91.01,93,1.18,31,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,80,79,13.41,0.42,6.21,13.86,29.8,22.78,7.28,22.45,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.0068939,-118.2403552,"1842 E 41ST PL, 90058",90.0,34.0068939028_-118.240355204_90.jpg,1.0,0.831,tent,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,0,0,2,0,0,0,0,642,582,0,0,0,6,1864.6,30.86,0,0.0,2107.3,0,0.0,1950.61,2,0,0.0,2270.23,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.26,3.46,89.27,1.04,6.23,5,92.41
509,0,233,-1,AJ-31,2,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,0,0,0,0,0.0,0,0.0,32,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,54,0,1,0,0,0,0,0,0,0,0,0,38,33,0,0,1,9,797.44,532.15,0,0.0,1830.67,0,0.0,727.96,0,0,0.0,2026.17,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.0,1.41,96.39,0.35,1.85,5,97.47
510,0,234,-1,AM-24,40,US,372,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,138,118,3360,176,79.17,115,2.93,33,US,441,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,102,106,17.59,2.98,7.75,6.51,20.76,16.5,8.57,26.96,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,26,0,0,0,0,1,0,1,0,0,0,1,194,208,0,0,2,27,2569.87,23.48,0,0.0,1675.05,0,0.0,1652.75,0,0,0.0,1675.01,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,5.01,46.92,25.4,4.75,22.93,3,46.28
511,1,235,1247,AL-31,3,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,0,0,0,0,0.0,0,0.0,34,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.0130353,-118.20618547,"1785 S INDUSTRIAL WAY, 90023",0.0,34.0130353035_-118.206185465_0.jpg,1.0,0.895,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,33,27,0,0,0,19,1353.85,521.55,0,0.0,1560.78,1,1127.06,188.05,0,0,0.0,1606.8,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.0,2.19,89.73,1.23,6.85,5,92.81
512,1,235,1248,AL-31,3,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,0,0,0,0,0.0,0,0.0,34,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.0130353,-118.20618547,"1785 S INDUSTRIAL WAY, 90023",270.0,34.0130353035_-118.206185465_270.jpg,1.0,0.851,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,33,27,0,0,0,19,1353.85,521.55,0,0.0,1560.78,1,1127.06,188.05,0,0,0.0,1606.8,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.0,2.19,89.73,1.23,6.85,5,92.81
513,0,236,-1,AM-31,4,US,205,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,319,569,5,0,80.0,0,0.0,35,US,205,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,18,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0.0,873.94,0,0.0,1489.45,12,1751.91,150.14,0,0,0.0,1671.63,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.0,1.58,88.49,0.18,9.75,5,91.94
514,1,237,788,Q-17,41,US,480,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,101,136,4727,269,17.58,120,3.8,36,US,442,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,110,110,14.09,4.34,1.97,0.45,29.09,10.38,7.0,15.09,api_test_workflow_v2_30pct_model6_2026-05-08,34.15463762,-118.44893641,"4561 N VAN NUYS BLVD, 91403",90.0,34.1546376182_-118.448936414_90.jpg,1.0,0.8785,tent,1.295,17.47,29.74,16.36,0,0,,,48,1,0,0,0,0,0,0,0,0,0,2,923,962,0,0,0,57,5234.36,163.28,25,4011.28,163.28,5,2653.4,105.81,15,2,2648.28,180.74,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.21,24.93,55.66,3.6,15.8,5,67.7
515,1,237,1127,Q-17,41,US,480,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,101,136,4727,269,17.58,120,3.8,36,US,442,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,110,110,14.09,4.34,1.97,0.45,29.09,10.38,7.0,15.09,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.16261364,-118.44895394,"5049 N VAN NUYS BLVD, 91403",0.0,34.1626136429_-118.448953936_0.jpg,1.0,0.8277,tent,1.295,17.47,29.74,16.36,0,0,,,48,1,0,0,0,0,0,0,0,0,0,2,923,962,0,0,0,57,5234.36,163.28,25,4011.28,163.28,5,2653.4,105.81,15,2,2648.28,180.74,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.21,24.93,55.66,3.6,15.8,5,67.7
516,1,237,1305,Q-17,41,US,480,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,101,136,4727,269,17.58,120,3.8,36,US,442,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,110,110,14.09,4.34,1.97,0.45,29.09,10.38,7.0,15.09,api_test_workflow_v2_remaining_model6_2026-05-08,34.15460583,-118.44893735,"4559 N VAN NUYS BLVD, 91403",90.0,34.1546058285_-118.448937351_90.jpg,1.0,0.8785,tent,1.295,17.47,29.74,16.36,0,0,,,48,1,0,0,0,0,0,0,0,0,0,2,923,962,0,0,0,57,5234.36,163.28,25,4011.28,163.28,5,2653.4,105.81,15,2,2648.28,180.74,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.21,24.93,55.66,3.6,15.8,5,67.7
517,0,238,-1,AN-31,5,US,206,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,263,258,623,112,99.04,37,4.46,37,US,206,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,42,43,15.54,7.74,8.73,16.22,57.41,57.72,0.0,41.25,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,17,1234.89,89.16,0,0.0,821.5,0,0.0,1124.24,0,0,0.0,895.7,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.0,1.23,92.89,0.61,5.27,5,95.02
518,0,239,-1,O-30,6,US,207,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,189,142,4283,176,17.67,157,4.03,38,US,207,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,162,161,10.41,3.05,1.86,0.76,28.52,12.12,5.93,12.66,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,1,1,0,0,0,1,0,0,0,97,111,0,2,0,0,0.0,1039.76,0,0.0,1039.76,0,0.0,929.87,17,0,0.0,1073.37,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.92,31.17,47.59,1.76,19.49,5,61.84
519,1,240,40,AN-24,42,US,373,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,117,111,7647,124,79.47,88,1.82,39,US,443,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,95,20.7,1.57,5.49,6.75,30.99,17.45,5.78,29.6,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.08519495,-118.18559914,"4624 N HUNTINGTON DR SOUTH, 90032",270.0,34.0851949503_-118.185599143_270.jpg,1.0,0.7273,tent,1.295,17.47,29.74,16.36,0,0,,,81,0,1,0,0,1,0,0,0,0,0,1,489,477,0,2,2,25,3045.12,23.1,0,0.0,2132.14,0,0.0,1366.65,10,0,0.0,2135.34,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,5.53,26.49,53.16,3.95,16.4,5,65.55
520,1,240,440,AN-24,42,US,373,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,117,111,7647,124,79.47,88,1.82,39,US,443,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,95,20.7,1.57,5.49,6.75,30.99,17.45,5.78,29.6,api_test_workflow_v2_20pct_model6_2026-05-07,34.085052,-118.1856319,"4622 E HUNTINGTON DR SOUTH, 90032",270.0,34.0850520015_-118.185631903_270.jpg,1.0,0.7273,tent,1.295,17.47,29.74,16.36,0,0,,,81,0,1,0,0,1,0,0,0,0,0,1,489,477,0,2,2,25,3045.12,23.1,0,0.0,2132.14,0,0.0,1366.65,10,0,0.0,2135.34,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,5.53,26.49,53.16,3.95,16.4,5,65.55
521,0,241,-1,P-30,7,US,208,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,196,162,4196,55,19.35,163,1.98,40,US,208,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,156,155,4.76,1.99,0.34,0.75,25.12,7.36,1.75,12.0,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,2,0,1,0,0,0,0,1,131,154,0,1,0,0,0.0,800.52,0,0.0,800.52,0,0.0,1611.6,24,0,0.0,799.83,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.81,29.24,43.99,2.55,24.23,5,59.95
522,0,242,-1,Q-30,8,US,209,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,82,79,2822,48,13.29,192,2.29,41,US,209,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,184,187,11.24,1.7,1.06,0.0,47.6,2.23,0.0,20.45,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,281,271,0,0,0,0,0.0,1520.89,0,0.0,1520.89,0,0.0,1062.46,2,0,0.0,1549.84,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.64,23.99,51.49,2.37,22.14,5,65.25
523,0,243,-1,R-17,43,US,481,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,103,105,4007,126,19.49,154,2.82,42,US,444,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,142,141,8.59,3.24,4.52,3.06,27.52,6.34,1.72,15.7,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,27,0,0,0,0,1,0,0,0,0,0,3,615,636,0,0,4,16,1223.06,294.25,0,0.0,823.83,1,648.09,518.87,1,0,0.0,834.04,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.1,26.91,43.56,5.52,24.01,5,59.86
524,0,244,-1,R-30,9,US,210,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,68,68,4573,64,14.08,175,2.05,43,US,210,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,169,170,6.43,1.69,1.08,0.03,21.52,7.54,1.63,22.77,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,0,0,0,0,571,555,0,0,1,0,0.0,732.02,0,0.0,732.02,1,1311.09,158.88,10,0,0.0,743.13,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.92,33.3,36.47,4.22,26.01,5,54.05
525,1,245,480,S-30,10,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,70,6573,69,29.56,114,3.51,44,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,112,111,7.34,2.43,4.44,4.76,27.52,11.49,4.45,17.91,api_test_workflow_v2_20pct_model6_2026-05-07,34.01369184,-118.41763575,"3754 S SEPULVEDA BLVD, 90034",0.0,34.0136918439_-118.417635751_0.jpg,1.0,0.6733,tent,1.295,17.47,29.74,16.36,0,0,,,12,0,0,0,0,1,1,0,0,0,0,0,691,653,0,0,2,36,5559.65,190.38,17,3674.58,190.38,7,1633.18,283.72,15,2,2353.52,194.87,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.07,23.35,51.45,1.32,23.88,5,65.09
526,1,245,880,S-30,10,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,70,6573,69,29.56,114,3.51,44,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,112,111,7.34,2.43,4.44,4.76,27.52,11.49,4.45,17.91,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.01884066,-118.42545753,"3450 SAWTELLE BLVD, 90066",90.0,34.01884066_-118.425457533_90.jpg,1.0,0.7536,tent,1.295,17.47,29.74,16.36,0,0,,,12,0,0,0,0,1,1,0,0,0,0,0,691,653,0,0,2,36,5559.65,190.38,17,3674.58,190.38,7,1633.18,283.72,15,2,2353.52,194.87,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.07,23.35,51.45,1.32,23.88,5,65.09
527,1,245,1509,S-30,10,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,70,6573,69,29.56,114,3.51,44,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,112,111,7.34,2.43,4.44,4.76,27.52,11.49,4.45,17.91,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.01253587,-118.41816527,"TULLER AVE AT VENICE BLVD, 90066",180.0,34.0125358723_-118.418165272_180.jpg,1.0,0.7387,tent,1.295,17.47,29.74,16.36,0,0,,,12,0,0,0,0,1,1,0,0,0,0,0,691,653,0,0,2,36,5559.65,190.38,17,3674.58,190.38,7,1633.18,283.72,15,2,2353.52,194.87,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.07,23.35,51.45,1.32,23.88,5,65.09
528,1,245,1512,S-30,10,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,70,6573,69,29.56,114,3.51,44,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,112,111,7.34,2.43,4.44,4.76,27.52,11.49,4.45,17.91,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.01253587,-118.41816527,"TULLER AVE AT VENICE BLVD, 90066",270.0,34.0125358723_-118.418165272_270.jpg,1.0,0.9196,tent,1.295,17.47,29.74,16.36,0,0,,,12,0,0,0,0,1,1,0,0,0,0,0,691,653,0,0,2,36,5559.65,190.38,17,3674.58,190.38,7,1633.18,283.72,15,2,2353.52,194.87,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.07,23.35,51.45,1.32,23.88,5,65.09
529,1,246,227,AO-24,44,US,374,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,130,125,6498,162,82.75,98,2.46,45,US,445,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,100,108,18.92,1.71,3.95,11.16,16.03,9.54,6.44,33.97,api_test_workflow_v2_30pct_model6_2026-05-08,34.07942285,-118.16453255,"2911 N DORCHESTER AVE, 90032",180.0,34.0794228511_-118.164532552_180.jpg,3.0,0.7529,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,419,410,0,1,2,0,0.0,688.96,0,0.0,1021.61,3,602.08,462.65,1,0,0.0,1207.88,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.25,24.74,51.58,2.72,20.96,5,65.13
530,1,246,522,AO-24,44,US,374,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,130,125,6498,162,82.75,98,2.46,45,US,445,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,100,108,18.92,1.71,3.95,11.16,16.03,9.54,6.44,33.97,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.07866917,-118.16466686,"5516 E ALHAMBRA AVE, 90032",90.0,34.0786691653_-118.164666864_90.jpg,1.0,0.6434,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,419,410,0,1,2,0,0.0,688.96,0,0.0,1021.61,3,602.08,462.65,1,0,0.0,1207.88,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.25,24.74,51.58,2.72,20.96,5,65.13
